id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
s0dvf0a8ug,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,No,Bajo riesgo,Muy alto riesgo,Alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,No,Bajo riesgo,Muy alto riesgo,Alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,0,0
s0zrg64bdp,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,5,0,0
s1b9hjc977,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
s6od0gq5lw,Mascota(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Muy alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,9,Mascota(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Muy alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Tengo el mismo trabajo,9,0,0
s6tcbnm1e0,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,6,0,0
sdpldeb57z,Compañero(a) de vivienda menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,Compañero(a) de vivienda menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",5,0,0
smu7jxvhmq,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi ciudad,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi ciudad,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Peor,"Perdí mi trabajo de forma permanente, pero obtuve otro",3,0,0
smvu5ob2x4,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,0,0
sn5aay4skh,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,2,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,2,0,0
so2mzux3tm,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,2,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,2,0,0
sx9zzqmtaf,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,6,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,6,0,0
t23wn3dlqx,Mascota(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,Dentro de mis amigos cercanos,Muy alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,5,Mascota(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,Dentro de mis amigos cercanos,Muy alto riesgo,Bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,5,0,0
t284qlcrh8,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
tb6wa3axbr,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,4,0,0
tbt9v10zn4,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,5,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,5,0,0
tdbr76szdw,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",10,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",10,0,0
tezgnge7d9,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,2,0,0
tgphyfmano,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,9,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,9,0,0
thqlnf89hf,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Bajo riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,2,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,No,Bajo riesgo,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,2,0,0
tjxg9olj81,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mis conocidos,Muy alto riesgo,Muy alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,2,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mis conocidos,Muy alto riesgo,Muy alto riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,2,0,0
tph454zx7v,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",4,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Mejor,"Perdí mi trabajo de forma permanente, pero obtuve otro",4,0,0
ts5500ukas,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi provincia o región,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi provincia o región,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,0,0
tuedggtfqh,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,3,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
twbme7t334,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,3,0,0
tyt6kuf68o,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Peor,No lo sé / Prefiero no responder,5,0,0
tzg6h2znsv,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis amigos cercanos,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mis amigos cercanos,Bajo riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,0,0
u7a2wqv8sj,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,1,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,1,0,0
u7q14tfj7f,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,Dentro de mis conocidos,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,6,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,Dentro de mis conocidos,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,6,0,0
u9vh45115c,Vivo solo(a),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,2,Vivo solo(a),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Malo,No,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,2,0,0
ue9cj4ayvb,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,2,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,2,0,0
uf2u8hr3xk,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,Dentro de mis conocidos,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,4,0,0
ufuez9ccdf,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,3,0,0
ul2r0skf12,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,3,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,3,0,0
urnj311mlc,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,"Perdí mi trabajo de forma permanente, pero obtuve otro",9,0,0
ut63zod9nc,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mi familia,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,2,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,Dentro de mi familia,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Muy alto riesgo,Igual,No lo sé / Prefiero no responder,2,0,0
uu3tf3375q,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,2,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,No,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,2,0,0
ux8omw7pr8,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi país,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,0,0
uztubvuos4,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,4,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
