id,EAR_01_RAW,EAR_02_RAW,EAR_03_RAW,EAR_04_RAW,EAR_05_RAW,EAR_06_RAW,EAR_07_RAW,EAR_08_RAW,EAR_09_RAW,EAR_10_RAW,EAR_01_DIR,EAR_02_DIR,EAR_03_DIR,EAR_04_DIR,EAR_05_DIR,EAR_06_DIR,EAR_07_DIR,EAR_08_DIR,EAR_09_DIR,EAR_10_DIR,EAR_RAW_NA,EAR_DIR_NA,EAR_DIRt
m5sf2qf1vp,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,4,4,3,3,3,1,2,2,0,0,29
m80x4dsr8z,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,2,3,3,3,2,2,1,3,3,0,0,25
m8aj1q7u7z,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,3,4,3,3,2,3,3,3,0,0,32
mdqed1fdwk,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,3,3,2,3,3,2,2,3,0,0,29
meban1falw,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,3,2,4,4,0,0,37
mg6sctr2dz,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,4,4,4,2,3,3,0,0,36
mh5lcu5d2w,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,4,4,4,3,2,3,3,2,4,3,0,0,32
mhc9yg2psp,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,3,1,4,4,0,0,34
mhqqyow3sc,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,4,4,4,4,4,4,3,2,2,2,0,0,33
mhzb4pp3nu,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,1,4,4,3,4,3,3,1,3,3,0,0,29
mjw4v5xpq3,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,4,3,3,2,3,3,0,0,34
mklnzbczej,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,4,4,3,4,4,3,2,1,4,3,0,0,32
mlxr5d1d2y,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,4,3,2,2,2,2,2,2,2,2,0,0,23
mmlgc56fpd,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
mnenahu3bb,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,2,1,2,1,4,1,1,1,1,1,0,0,15
mnop0qhmnb,En desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,2,2,4,3,2,3,3,2,3,4,0,0,28
mpw7pg3rjp,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,3,3,3,3,1,3,4,0,0,29
mpyxopo3fs,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,3,3,3,3,2,3,4,0,0,30
mr175jw51m,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,3,3,3,3,3,3,3,1,3,2,0,0,27
mr3jc4fv92,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,4,3,3,3,3,2,1,3,3,0,0,29
mur2ekfn27,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,3,2,1,2,4,2,1,4,1,2,0,0,22
mw2agk46s6,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,2,3,1,3,2,1,1,2,1,2,0,0,18
mxszqdfg90,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,2,3,3,4,1,3,3,0,0,28
n0s6km3dmv,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,2,3,3,3,4,4,0,0,34
n1wflyf6fy,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,3,4,3,3,3,4,4,0,0,34
n39d5quo08,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,3,1,4,4,0,0,34
n44bvj1cuw,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,2,3,3,2,2,2,0,0,26
n4magox9t5,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,4,3,4,3,3,3,3,2,4,3,0,0,32
n8dyyeo9kq,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,3,4,4,0,0,37
n9bu8pu6vr,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,4,3,2,1,3,3,0,0,28
ndrc3vk9xg,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,1,3,3,2,4,4,0,0,32
ngvv3bmtvu,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,3,4,3,4,3,2,3,3,0,0,33
nhkg5hcu0d,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,4,1,4,4,3,3,3,3,0,0,33
nlg5kmqtj8,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
nof7q5pmem,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
nqlwg64fjr,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,3,3,1,4,4,0,0,32
nqtb2q6wuf,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,4,3,3,3,3,3,1,2,3,0,0,29
nt4t64c5uv,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,3,4,3,3,2,2,2,1,1,2,0,0,23
nurgsbbnrs,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,2,3,2,4,3,2,1,3,3,0,0,26
nwfhqlao59,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,3,4,4,3,3,1,2,2,0,0,30
nx2slsz5aw,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,4,4,4,4,3,4,4,0,0,37
nxua3b6twm,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,2,3,3,1,1,1,2,2,0,0,23
o1b3p1y713,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,3,3,3,3,2,2,2,1,2,3,0,0,24
o1xz6y2e60,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
o4l82t8gwv,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,4,4,3,4,3,3,2,1,3,4,0,0,31
o6oggeupn3,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,3,4,4,1,1,3,4,4,4,3,0,0,31
o7pave8pbt,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,1,4,4,0,0,35
o9zq3vjjf2,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,3,3,4,3,2,2,1,3,3,0,0,28
oc5qjk883o,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,4,3,1,3,2,2,3,1,1,1,0,0,21
od6ez66mns,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,3,3,2,3,3,1,2,1,2,1,0,0,21
odkg94goc9,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,4,4,3,3,3,2,3,3,0,0,32
oeyhopaj75,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,1,3,3,0,0,28
of2z3m0trq,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,4,3,3,2,4,4,0,0,35
oflr6gjy7l,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,1,1,4,4,4,4,4,2,3,3,0,0,30
ogmj7nt418,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,3,2,4,4,0,0,37
ogmsnzf5e5,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,1,4,4,0,0,37
optntelnb5,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
oq63tqez88,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,3,3,3,3,2,4,4,0,0,31
orowpd2yl1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,3,1,3,3,3,3,4,0,0,29
otb1zejyn3,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,3,4,0,0,37
otcyq39fbn,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,3,4,4,4,4,3,3,3,0,0,36
otgykgucjf,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,1,3,4,3,3,3,3,1,3,4,0,0,28
oupg9g46b3,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,3,2,3,3,2,1,2,2,0,0,26
oytuzc7jun,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,4,2,3,4,0,0,35
oyxpy1zsk4,De acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,4,4,3,3,4,4,3,4,4,0,0,36
ozu3042edl,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,3,3,3,3,3,4,4,0,0,34
ozwlc7lj7j,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
p0j77kykc6,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,4,4,4,4,4,4,2,4,4,0,0,37
p0ntox2kfz,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,3,3,2,2,2,1,2,2,0,0,25
p34w1g4j4m,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,4,4,4,4,3,3,4,4,0,0,37
p4d9rzst36,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,4,4,3,2,3,3,0,0,35
p7pupmpudy,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,2,3,2,3,2,1,3,3,0,0,25
pdqpf05nec,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,2,3,3,0,0,29
phzlh4gty2,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,4,3,4,4,0,0,37
pjvz78owdw,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,3,3,4,4,3,3,4,0,0,33
pkbe11rjog,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,4,3,4,3,3,3,4,0,0,33
plyx38nxw7,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,4,3,4,4,0,0,36
pmo8u4alc4,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,4,4,3,3,3,3,3,1,4,3,0,0,31
pmpffxm0sc,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
pojq291h5y,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,3,3,3,3,3,4,4,0,0,33
pomrsmdotb,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,4,4,3,4,4,3,3,1,3,4,0,0,33
pp9bkqh6jm,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,3,4,3,2,2,2,2,2,2,2,0,0,24
pq93l7pkjk,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,4,3,3,3,2,3,3,0,0,30
ps5v7d1za8,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,4,4,4,4,4,4,4,1,4,3,0,0,36
pso9smx1dp,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,3,3,3,3,3,1,4,4,0,0,31
pu3xsmv12p,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,4,3,3,2,3,3,1,2,3,0,0,28
pxezr1rw2z,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,4,3,3,3,2,3,3,2,2,2,0,0,27
q4wwdaxh2s,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,2,2,3,2,2,1,2,2,0,0,22
q5lgt17z4q,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,3,4,3,4,3,3,4,4,4,0,0,33
q9vmxsgcth,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,3,4,4,0,0,37
qcfbpas232,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,2,3,2,2,2,2,2,2,4,1,0,0,22
qfmer5ht5t,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,2,3,3,2,2,3,0,0,27
qgjmxt0hhp,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
qkok6glvgc,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,1,4,4,4,4,4,4,2,4,4,0,0,35
qmqmh78sdu,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,2,3,3,0,0,29
qn533zmhmy,De acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,3,4,4,3,3,3,4,2,3,4,0,0,33
qnepwz416k,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,1,1,1,2,1,1,1,3,1,1,0,0,13
qt2l3rf6ya,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,1,1,4,3,2,3,3,1,3,3,0,0,24
qvgf7z63yl,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,1,1,4,4,1,3,4,2,4,4,0,0,28
qxcbz4nyud,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,4,3,4,4,4,3,4,4,0,0,37
qxd457jzbp,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,3,1,4,3,3,4,4,0,0,33
r04udmm7h6,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,4,4,4,4,4,3,3,3,0,0,35
r3e64ctq7s,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,2,3,3,3,0,0,29
r4138fqfmu,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,3,3,3,3,3,1,2,2,0,0,27
r49xy3q4gp,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,3,3,3,2,3,1,2,2,0,0,26
r5cg72k7f7,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,2,2,4,0,0,34
r5p7zvjjhe,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,3,4,4,3,4,4,0,0,38
r6mw5huosf,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,2,2,3,4,3,3,2,2,3,3,0,0,27
rbk3lot946,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,4,3,3,4,4,0,0,37
rcyhfpy4bm,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,1,4,4,2,3,3,0,0,33
